# simple chinese characters
0	一
1	丁
2	丂
3	七
4	丄
5	丅
6	丆
7	万
8	丈
9	三
10	上
11	下
12	丌
13	不
14	与
15	丏
16	丐
17	丑
18	丒
19	专
20	且
21	丕
22	世
23	丗
24	丘
25	丙
26	业
27	丛
28	东
29	丝
30	丞
31	丟
32	丠
33	両
34	丢
35	丣
36	两
37	严
38	並
39	丧
40	丨
41	丩
42	个
43	丫
44	丬
45	中
46	丮
47	丯
48	丰
49	丱
50	串
51	丳
52	丵
53	丶
54	丷
55	丸
56	丹
57	为
58	主
59	丼
60	丽
61	举
62	丿
63	乀
64	乁
65	乂
66	乃
67	乄
68	久
69	乆
70	乇
71	么
72	义
73	乊
74	之
75	乌
76	乍
77	乎
78	乏
79	乐
80	乑
81	乒
82	乓
83	乔
84	乕
85	乖
86	乗
87	乘
88	乙
89	乚
90	乛
91	乜
92	九
93	乞
94	也
95	习
96	乡
97	乤
98	乥
99	书
100	乧
101	乫
102	乬
103	乭
104	乮
105	乯
106	买
107	乲
108	乴
109	乶
110	乷
111	乺
112	乻
113	乼
114	乽
115	亀
116	亅
117	了
118	亇
119	予
120	争
121	亊
122	事
123	二
124	亍
125	于
126	亏
127	亐
128	云
129	互
130	亓
131	五
132	井
133	亖
134	亗
135	亘
136	亙
137	亚
138	些
139	亜
140	亝
141	亞
142	亟
143	亠
144	亡
145	亢
146	亣
147	交
148	亥
149	亦
150	产
151	亨
152	亩
153	亪
154	享
155	京
156	亭
157	亮
158	亯
159	亰
160	亱
161	亲
162	亳
163	亴
164	亵
165	亶
166	亷
167	亹
168	人
169	亻
170	亼
171	亽
172	亾
173	仄
174	今
175	介
176	仌
177	仐
178	仑
179	仒
180	仓
181	仚
182	仝
183	令
184	以
185	仧
186	仺
187	企
188	众
189	会
190	伞
191	佘
192	余
193	佥
194	佱
195	來
196	侌
197	侖
198	侴
199	俞
200	倉
201	傘
202	僉
203	僰
204	儿
205	兀
206	允
207	兂
208	元
209	兄
210	充
211	兆
212	兇
213	先
214	光
215	兊
216	克
217	兌
218	免
219	兎
220	兏
221	児
222	兑
223	兒
224	兔
225	兕
226	兖
227	兗
228	党
229	兜
230	兠
231	入
232	兦
233	內
234	全
235	兩
236	兪
237	八
238	公
239	六
240	兮
241	兯
242	兰
243	共
244	兲
245	关
246	兴
247	兵
248	其
249	具
250	典
251	兹
252	兺
253	养
254	兼
255	兽
256	兾
257	兿
258	冀
259	冂
260	冃
261	冄
262	内
263	円
264	冇
265	冈
266	冉
267	冊
268	冋
269	册
270	再
271	冎
272	冏
273	冐
274	冑
275	冒
276	冓
277	冔
278	冕
279	冖
280	冗
281	冘
282	写
283	冚
284	军
285	农
286	冝
287	冞
288	冟
289	冠
290	冡
291	冢
292	冣
293	冤
294	冥
295	冦
296	冧
297	冨
298	冩
299	冪
300	冫
301	冬
302	冭
303	凖
304	几
305	凡
306	凢
307	凣
308	凤
309	凥
310	凧
311	凨
312	凩
313	凪
314	凫
315	凬
316	凭
317	凮
318	凰
319	凲
320	凳
321	凴
322	凵
323	凶
324	凷
325	凸
326	凹
327	出
328	击
329	凼
330	函
331	凾
332	凿
333	刀
334	刁
335	刂
336	刃
337	刄
338	刅
339	分
340	刍
341	刕
342	券
343	前
344	剓
345	剪
346	剺
347	劈
348	力
349	办
350	务
351	劣
352	劦
353	努
354	劳
355	労
356	劵
357	劽
358	势
359	勇
360	勗
361	勞
362	募
363	勢
364	勥
365	勲
366	勶
367	勹
368	勺
369	勻
370	勼
371	勽
372	勾
373	勿
374	匀
375	匁
376	匂
377	匃
378	匄
379	包
380	匆
381	匇
382	匈
383	匉
384	匊
385	匋
386	匌
387	匍
388	匎
389	匐
390	匑
391	匒
392	匓
393	匔
394	匕
395	匚
396	匛
397	匜
398	匝
399	匞
400	匟
401	匠
402	匡
403	匢
404	匣
405	匤
406	匥
407	匦
408	匧
409	匨
410	匩
411	匪
412	匫
413	匬
414	匭
415	匮
416	匯
417	匰
418	匱
419	匲
420	匳
421	匴
422	匵
423	匶
424	匷
425	匸
426	匹
427	区
428	医
429	匼
430	匽
431	匾
432	匿
433	區
434	十
435	卂
436	千
437	卄
438	卅
439	卆
440	升
441	午
442	卉
443	半
444	卋
445	卌
446	卍
447	华
448	卐
449	卑
450	卒
451	卓
452	单
453	卖
454	南
455	単
456	卛
457	卜
458	卝
459	卞
460	占
461	卡
462	卢
463	卣
464	卤
465	卥
466	卨
467	卩
468	卪
469	卫
470	卮
471	危
472	卷
473	卺
474	厁
475	厂
476	厃
477	厄
478	厅
479	历
480	厇
481	厈
482	厉
483	厊
484	压
485	厌
486	厍
487	厎
488	厏
489	厐
490	厑
491	厒
492	厓
493	厔
494	厕
495	厖
496	厗
497	厘
498	厙
499	厚
500	厛
501	厜
502	厝
503	厞
504	原
505	厠
506	厡
507	厢
508	厣
509	厤
510	厥
511	厦
512	厧
513	厨
514	厩
515	厪
516	厫
517	厬
518	厭
519	厮
520	厯
521	厰
522	厱
523	厲
524	厳
525	厴
526	厵
527	厶
528	厷
529	厹
530	厺
531	去
532	厼
533	厽
534	厾
535	县
536	叀
537	叁
538	参
539	參
540	叄
541	叅
542	又
543	叉
544	及
545	友
546	反
547	叏
548	叐
549	发
550	叒
551	叓
552	叕
553	受
554	变
555	叜
556	叟
557	叠
558	叢
559	口
560	古
561	句
562	另
563	叧
564	只
565	召
566	可
567	台
568	史
569	右
570	叴
571	叵
572	号
573	司
574	叾
575	吂
576	各
577	合
578	吉
579	吊
580	同
581	名
582	后
583	吏
584	向
585	吕
586	君
587	吝
588	吞
589	吢
590	否
591	含
592	启
593	吳
594	吴
595	吾
596	吿
597	呂
598	呄
599	呆
600	呇
601	呈
602	呉
603	告
604	呑
605	员
606	呙
607	周
608	呰
609	命
610	咅
611	咎
612	咒
613	咠
614	咢
615	咨
616	咸
617	咼
618	哀
619	品
620	哉
621	哛
622	員
623	哥
624	哭
625	哲
626	哿
627	唇
628	唐
629	唘
630	唜
631	唟
632	售
633	商
634	啇
635	問
636	啓
637	啔
638	啙
639	啚
640	啠
641	啬
642	啻
643	善
644	喌
645	喜
646	喣
647	喦
648	喪
649	喬
650	單
651	営
652	喸
653	喾
654	喿
655	嗇
656	嗧
657	嗭
658	嗸
659	嘉
660	嘗
661	嘦
662	嘼
663	噐
664	噕
665	噟
666	器
667	噩
668	噵
669	嚚
670	嚞
671	嚢
672	嚣
673	嚮
674	嚳
675	嚴
676	囂
677	囊
678	囗
679	囘
680	囙
681	囚
682	四
683	囜
684	囝
685	回
686	囟
687	因
688	囡
689	团
690	団
691	囤
692	囥
693	囦
694	囧
695	囨
696	囩
697	囪
698	囫
699	囬
700	园
701	囮
702	囯
703	困
704	囱
705	囲
706	図
707	围
708	囵
709	囶
710	囷
711	囸
712	囹
713	固
714	囻
715	囼
716	国
717	图
718	囿
719	圀
720	圁
721	圂
722	圃
723	圄
724	圅
725	圆
726	圇
727	圈
728	圉
729	圊
730	國
731	圌
732	圍
733	圎
734	圏
735	圐
736	圑
737	園
738	圓
739	圔
740	圕
741	圖
742	圗
743	團
744	圙
745	圚
746	圛
747	圜
748	圝
749	圞
750	土
751	圡
752	圣
753	圥
754	圧
755	在
756	圭
757	圶
758	圼
759	坌
760	坐
761	坒
762	坓
763	坔
764	坕
765	坖
766	坙
767	坚
768	坠
769	坣
770	坴
771	垂
772	垄
773	垈
774	型
775	垐
776	垒
777	垔
778	垕
779	垚
780	垡
781	垦
782	垩
783	垫
784	垼
785	垽
786	埀
787	埅
788	埊
789	埑
790	埜
791	基
792	埾
793	埿
794	堂
795	堃
796	堅
797	堇
798	堊
799	堏
800	堑
801	堕
802	堡
803	堥
804	堯
805	堲
806	堻
807	堼
808	塁
809	塈
810	塋
811	塑
812	塗
813	塞
814	塟
815	塣
816	塦
817	塰
818	塱
819	塵
820	塹
821	塺
822	塾
823	墅
824	墊
825	墍
826	墏
827	墓
828	墜
829	墨
830	墪
831	墬
832	墮
833	墯
834	墼
835	墾
836	壁
837	壂
838	壄
839	壅
840	壆
841	壍
842	壐
843	壑
844	壓
845	壘
846	壟
847	壨
848	士
849	壬
850	壭
851	声
852	壱
853	売
854	壳
855	壴
856	壵
857	壶
858	壷
859	壸
860	壹
861	壺
862	壼
863	壽
864	夀
865	夁
866	夂
867	夃
868	夅
869	夆
870	备
871	夈
872	変
873	夊
