0	*   # *表示空格
1	啊
2	阿
3	埃
4	挨
5	哎
6	唉
7	哀
8	皑
9	癌
10	蔼
11	矮
12	艾
13	碍
14	爱
15	隘
16	鞍
17	氨
18	安
19	俺
20	按
21	暗
22	岸
23	胺
24	案
25	肮
26	昂
27	盎
28	凹
29	敖
30	熬
31	翱
32	袄
33	傲
34	奥
35	懊
36	澳
37	芭
38	捌
39	扒
40	叭
41	吧
42	笆
43	八
44	疤
45	巴
46	拔
47	跋
48	靶
49	把
50	耙
51	坝
52	霸
53	罢
54	爸
55	白
56	柏
57	百
58	摆
59	佰
60	败
61	拜
62	稗
63	斑
64	班
65	搬
66	扳
67	般
68	颁
69	板
70	版
71	扮
72	拌
73	伴
74	瓣
75	半
76	办
77	绊
78	邦
79	帮
80	梆
81	榜
82	膀
83	绑
84	棒
85	磅
86	蚌
87	镑
88	傍
89	谤
90	苞
91	胞
92	包
93	褒
94	剥
95	薄
96	雹
97	保
98	堡
99	饱
100	宝
101	抱
102	报
103	暴
104	豹
105	鲍
106	爆
107	杯
108	碑
109	悲
110	卑
111	北
112	辈
113	背
114	贝
115	钡
116	倍
117	狈
118	备
119	惫
120	焙
121	被
122	奔
123	苯
124	本
125	笨
126	崩
127	绷
128	甭
129	泵
130	蹦
131	迸
132	逼
133	鼻
134	比
135	鄙
136	笔
137	彼
138	碧
139	蓖
140	蔽
141	毕
142	毙
143	毖
144	币
145	庇
146	痹
147	闭
148	敝
149	弊
150	必
151	辟
152	壁
153	臂
154	避
155	陛
156	鞭
157	边
158	编
159	贬
160	扁
161	便
162	变
163	卞
164	辨
165	辩
166	辫
167	遍
168	标
169	彪
170	膘
171	表
172	鳖
173	憋
174	别
175	瘪
176	彬
177	斌
178	濒
179	滨
180	宾
181	摈
182	兵
183	冰
184	柄
185	丙
186	秉
187	饼
188	炳
189	病
190	并
191	玻
192	菠
193	播
194	拨
195	钵
196	波
197	博
198	勃
199	搏
200	铂
201	箔
202	伯
203	帛
204	舶
205	脖
206	膊
207	渤
208	泊
209	驳
210	捕
211	卜
212	哺
213	补
214	埠
215	不
216	布
217	步
218	簿
219	部
220	怖
221	擦
222	猜
223	裁
224	材
225	才
226	财
227	睬
228	踩
229	采
230	彩
231	菜
232	蔡
233	餐
234	参
235	蚕
236	残
237	惭
238	惨
239	灿
240	苍
241	舱
242	仓
243	沧
244	藏
245	操
246	糙
247	槽
248	曹
249	草
250	厕
251	策
252	侧
253	册
254	测
255	层
256	蹭
257	插
258	叉
259	茬
260	茶
261	查
262	碴
263	搽
264	察
265	岔
266	差
267	诧
268	拆
