0	一
1	乙
2	丁
3	七
4	乃
5	九
6	了
7	二
8	人
9	儿
10	入
11	八
12	几
13	刀
14	刁
15	力
16	匕
17	十
18	卜
19	又
20	三
21	下
22	丈
23	上
24	丫
25	丸
26	凡
27	久
28	么
29	也
30	乞
31	于
32	亡
33	兀
34	刃
35	勺
36	千
37	叉
38	口
39	土
40	士
41	夕
42	大
43	女
44	子
45	孑
46	孓
47	寸
48	小
49	尢
50	尸
51	山
52	川
53	工
54	己
55	已
56	巳
57	巾
58	干
59	廾
60	弋
61	弓
62	才
63	丑
64	丐
65	不
66	中
67	丰
68	丹
69	之
70	尹
71	予
72	云
73	井
74	互
75	五
76	亢
77	仁
78	什
79	仃
80	仆
81	仇
82	仍
83	今
84	介
85	仄
86	元
87	允
88	內
89	六
90	兮
91	公
92	冗
93	凶
94	分
95	切
96	刈
97	勻
98	勾
99	勿
100	化
101	匹
102	午
103	升
104	卅
105	卞
106	厄
107	友
108	及
109	反
110	壬
111	天
112	夫
113	太
114	夭
115	孔
116	少
117	尤
118	尺
119	屯
120	巴
121	幻
122	廿
123	弔
124	引
125	心
126	戈
127	戶
128	手
129	扎
130	支
131	文
132	斗
133	斤
134	方
135	日
136	曰
137	月
138	木
139	欠
140	止
141	歹
142	毋
143	比
144	毛
145	氏
146	水
147	火
148	爪
149	父
150	爻
151	片
152	牙
153	牛
154	犬
155	王
156	丙
157	世
158	丕
159	且
160	丘
161	主
162	乍
163	乏
164	乎
165	以
166	付
167	仔
168	仕
169	他
170	仗
171	代
172	令
173	仙
174	仞
175	充
176	兄
177	冉
178	冊
179	冬
180	凹
181	出
182	凸
183	刊
184	加
185	功
186	包
187	匆
188	北
189	匝
190	仟
191	半
192	卉
193	卡
194	占
195	卯
196	卮
197	去
198	可
199	古
200	右
201	召
202	叮
203	叩
204	叨
205	叼
206	司
207	叵
208	叫
209	另
210	只
211	史
212	叱
213	台
214	句
215	叭
216	叻
217	四
218	囚
219	外
220	央
221	失
222	奴
223	奶
224	孕
225	它
226	尼
227	巨
228	巧
229	左
230	市
231	布
232	平
233	幼
234	弁
235	弘
236	弗
237	必
238	戊
239	打
240	扔
241	扒
242	扑
243	斥
244	旦
245	朮
246	本
247	未
248	末
249	札
250	正
251	母
252	民
253	氐
254	永
255	汁
256	汀
257	氾
258	犯
259	玄
260	玉
261	瓜
262	瓦
263	甘
264	生
265	用
266	甩
267	田
268	由
269	甲
270	申
271	疋
272	白
273	皮
274	皿
275	目
276	矛
277	矢
278	石
279	示
280	禾
281	穴
282	立
283	丞
284	丟
285	乒
286	乓
287	乩
288	亙
289	交
290	亦
291	亥
292	仿
293	伉
294	伙
295	伊
296	伕
297	伍
298	伐
299	休
300	伏
301	仲
302	件
303	任
304	仰
305	仳
306	份
307	企
308	伋
309	光
310	兇
311	兆
312	先
313	全
314	共
315	再
316	冰
317	列
318	刑
319	划
320	刎
321	刖
322	劣
323	匈
324	匡
325	匠
326	印
327	危
328	吉
329	吏
330	同
331	吊
332	吐
333	吁
334	吋
335	各
336	向
337	名
338	合
339	吃
340	后
341	吆
342	吒
343	因
344	回
345	囝
346	圳
347	地
348	在
349	圭
350	圬
351	圯
352	圩
353	夙
354	多
355	夷
356	夸
357	妄
358	奸
359	妃
360	好
361	她
362	如
363	妁
364	字
365	存
366	宇
367	守
368	宅
369	安
370	寺
371	尖
372	屹
373	州
374	帆
375	并
376	年
377	式
378	弛
379	忙
380	忖
381	戎
382	戌
383	戍
384	成
385	扣
386	扛
387	托
388	收
389	早
390	旨
391	旬
392	旭
393	曲
394	曳
